@STATION_ID,LATITUDE,LONGITUDE,ALTITUDE(m),TIME(GMT),DATE(GMT),TIME(IST),DATE(IST),AIR_TEMP(°C),WIND_SPEED(m/s),WIND_DIRECTION(deg),ATMO_PRESSURE(hpa),HUMIDITY(%),RAIN_FALL(mm),SUN_SHINE(hh:mm),BATTERY_VOLTAGE(V)
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,0,01/01/2015,5:30,01/01/2015,24.4,0.5,330.9,939.7,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,1,01/01/2015,6:30,01/01/2015,24.7,0.3,312.8,939.8,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,2,01/01/2015,7:30,01/01/2015,24.4,0.2,350.9,940.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,3,01/01/2015,8:30,01/01/2015,25.0,0.7,334.8,941.1,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,4,01/01/2015,9:30,01/01/2015,26.3,0.7,333.8,942.8,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,5,01/01/2015,10:30,01/01/2015,27.7,0.1,26.9,943.0,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,6,01/01/2015,11:30,01/01/2015,28.5,0.1,210.2,942.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,7,01/01/2015,12:30,01/01/2015,28.9,0.8,349.0,941.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,8,01/01/2015,13:30,01/01/2015,29.4,1.1,67.9,940.4,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,9,01/01/2015,14:30,01/01/2015,29.7,1.2,350.9,939.8,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,10,01/01/2015,15:30,01/01/2015,30.0,1.4,328.0,939.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,11,01/01/2015,16:30,01/01/2015,29.7,0.5,342.1,939.7,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,12,01/01/2015,17:30,01/01/2015,28.1,0.5,173.0,939.8,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,13,01/01/2015,18:30,01/01/2015,26.5,0.7,310.9,939.9,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,3,01/02/2015,8:30,01/02/2015,26.5,1.4,155.9,942.7,0.0,3.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,4,01/02/2015,9:30,01/02/2015,26.6,1.2,188.2,943.7,0.0,1.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,5,01/02/2015,10:30,01/02/2015,26.8,1.1,153.0,943.9,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,6,01/02/2015,11:30,01/02/2015,26.7,0.7,172.0,943.5,0.0,3.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,7,01/02/2015,12:30,01/02/2015,26.8,1.4,185.2,942.8,0.0,4.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,8,01/02/2015,13:30,01/02/2015,26.6,3.2,63.0,940.9,0.0,4.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,9,01/02/2015,14:30,01/02/2015,26.7,1.9,65.0,940.7,0.0,4.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,10,01/02/2015,15:30,01/02/2015,26.7,0.6,62.1,940.9,0.0,4.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,11,01/02/2015,16:30,01/02/2015,26.7,0.5,16.1,941.0,0.0,5.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,12,01/02/2015,17:30,01/02/2015,26.7,1.3,56.2,941.0,0.0,5.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,13,01/02/2015,18:30,01/02/2015,26.4,0.9,41.1,941.6,0.0,6.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,14,01/02/2015,19:30,01/02/2015,26.4,1.7,74.8,941.7,0.0,6.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,15,01/02/2015,20:30,01/02/2015,26.4,1.1,92.9,941.6,0.0,6.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,16,01/02/2015,21:30,01/02/2015,26.5,0.0,359.2,941.7,0.0,7.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,17,01/02/2015,22:30,01/02/2015,26.5,0.5,179.9,941.8,0.0,7.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,18,01/02/2015,23:30,01/02/2015,26.5,0.1,12.2,941.5,0.0,7.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,19,01/02/2015,0:30,01/03/2015,26.4,0.3,203.8,941.3,0.0,7.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,20,01/02/2015,1:30,01/03/2015,26.4,0.2,154.9,941.4,0.0,7.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,21,01/02/2015,2:30,01/03/2015,26.5,0.5,267.8,940.8,0.0,8.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,22,01/02/2015,3:30,01/03/2015,26.4,0.4,335.8,940.2,0.0,8.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,23,01/02/2015,4:30,01/03/2015,26.3,0.3,339.2,939.9,0.0,8.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,0,01/03/2015,5:30,01/03/2015,26.3,0.9,340.2,939.8,0.0,8.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,1,01/03/2015,6:30,01/03/2015,26.3,0.8,350.9,940.2,0.0,8.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,2,01/03/2015,7:30,01/03/2015,26.3,0.7,12.2,940.8,0.0,8.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,3,01/03/2015,8:30,01/03/2015,26.3,0.8,351.9,941.6,0.0,9.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,4,01/03/2015,9:30,01/03/2015,26.3,1.0,355.8,942.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,5,01/03/2015,10:30,01/03/2015,26.7,0.7,12.2,942.8,0.0,1.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,6,01/03/2015,11:30,01/03/2015,27.4,1.0,327.0,942.4,0.0,1.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,7,01/03/2015,12:30,01/03/2015,27.6,0.5,352.9,941.8,0.0,1.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,8,01/03/2015,13:30,01/03/2015,27.6,1.1,349.0,941.0,0.0,1.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,9,01/03/2015,14:30,01/03/2015,27.6,1.0,291.8,940.4,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,10,01/03/2015,15:30,01/03/2015,27.4,0.2,282.0,940.2,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,11,01/03/2015,16:30,01/03/2015,27.0,0.9,291.8,940.2,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,12,01/03/2015,17:30,01/03/2015,27.0,0.6,341.2,940.3,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,13,01/03/2015,18:30,01/03/2015,26.9,0.4,299.1,940.6,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,14,01/03/2015,19:30,01/03/2015,26.8,0.7,281.0,940.9,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,15,01/03/2015,20:30,01/03/2015,26.4,0.6,317.2,941.3,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,16,01/03/2015,21:30,01/03/2015,26.4,0.1,277.1,941.8,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,17,01/03/2015,22:30,01/03/2015,26.5,0.3,127.1,942.0,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,18,01/03/2015,23:30,01/03/2015,26.2,0.2,262.0,942.0,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,19,01/03/2015,0:30,01/04/2015,25.9,0.3,302.1,942.1,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,20,01/03/2015,1:30,01/04/2015,26.2,0.1,332.8,941.9,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,21,01/03/2015,2:30,01/04/2015,26.2,0.4,306.0,941.6,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,22,01/03/2015,3:30,01/04/2015,26.0,0.3,251.2,941.1,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,23,01/03/2015,4:30,01/04/2015,26.0,1.0,303.0,941.2,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,0,01/04/2015,5:30,01/04/2015,26.1,1.0,322.1,941.7,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,1,01/04/2015,6:30,01/04/2015,26.1,1.4,352.9,942.1,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,2,01/04/2015,7:30,01/04/2015,26.1,0.8,334.8,942.9,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,3,01/04/2015,8:30,01/04/2015,26.3,1.1,337.2,943.7,0.0,2.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,4,01/04/2015,9:30,01/04/2015,26.3,1.8,328.0,944.4,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,5,01/04/2015,10:30,01/04/2015,26.6,1.6,302.1,944.9,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,6,01/04/2015,11:30,01/04/2015,27.1,1.4,318.2,944.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,9,01/04/2015,14:30,01/04/2015,28.3,2.0,326.0,942.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,10,01/04/2015,15:30,01/04/2015,28.3,2.3,304.0,942.2,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,12,01/04/2015,17:30,01/04/2015,27.3,1.6,311.8,942.0,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,14,01/04/2015,19:30,01/04/2015,26.1,1.1,298.1,942.7,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,15,01/04/2015,20:30,01/04/2015,26.0,1.2,322.1,942.9,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,16,01/04/2015,21:30,01/04/2015,25.8,0.9,319.2,942.8,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,17,01/04/2015,22:30,01/04/2015,25.7,2.2,301.1,942.8,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,19,01/04/2015,0:30,01/05/2015,24.8,1.0,320.1,942.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,20,01/04/2015,1:30,01/05/2015,24.5,1.4,322.1,942.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,21,01/04/2015,2:30,01/05/2015,24.1,0.8,323.1,941.7,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,22,01/04/2015,3:30,01/05/2015,24.0,1.6,288.9,941.1,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,23,01/04/2015,4:30,01/05/2015,23.8,1.9,308.9,940.6,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,0,01/05/2015,5:30,01/05/2015,23.7,1.6,291.8,940.1,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,1,01/05/2015,6:30,01/05/2015,23.6,1.3,296.2,940.2,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,2,01/05/2015,7:30,01/05/2015,23.7,2.4,295.2,940.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,3,01/05/2015,8:30,01/05/2015,24.2,2.1,290.8,941.0,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,4,01/05/2015,9:30,01/05/2015,25.2,3.2,297.2,941.2,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,5,01/05/2015,10:30,01/05/2015,26.3,3.9,305.0,940.8,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,6,01/05/2015,11:30,01/05/2015,27.5,3.8,307.9,940.0,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,7,01/05/2015,12:30,01/05/2015,28.3,2.0,298.1,939.1,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,8,01/05/2015,13:30,01/05/2015,28.7,3.0,308.9,938.0,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,9,01/05/2015,14:30,01/05/2015,29.0,3.2,304.0,937.6,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,10,01/05/2015,15:30,01/05/2015,29.0,3.1,291.8,937.1,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,11,01/05/2015,16:30,01/05/2015,28.5,3.3,302.1,937.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,12,01/05/2015,17:30,01/05/2015,27.9,2.2,294.2,937.4,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,14,01/05/2015,19:30,01/05/2015,27.0,2.1,288.9,938.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,15,01/05/2015,20:30,01/05/2015,26.7,2.3,302.1,938.6,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,16,01/05/2015,21:30,01/05/2015,26.4,2.3,294.2,939.0,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,17,01/05/2015,22:30,01/05/2015,26.1,1.6,294.2,939.1,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,18,01/05/2015,23:30,01/05/2015,25.8,1.7,296.2,939.0,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,19,01/05/2015,0:30,01/06/2015,25.5,1.0,314.8,938.6,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,20,01/05/2015,1:30,01/06/2015,25.0,0.7,299.1,938.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,21,01/05/2015,2:30,01/06/2015,24.9,1.0,273.2,938.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,22,01/05/2015,3:30,01/06/2015,24.6,1.2,288.9,938.2,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,23,01/05/2015,4:30,01/06/2015,24.4,1.7,262.0,937.7,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,0,01/06/2015,5:30,01/06/2015,24.3,1.8,264.9,937.6,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,1,01/06/2015,6:30,01/06/2015,24.2,1.0,270.8,938.2,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,2,01/06/2015,7:30,01/06/2015,24.1,1.1,301.1,939.1,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,3,01/06/2015,8:30,01/06/2015,24.3,1.8,281.0,939.6,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,4,01/06/2015,9:30,01/06/2015,24.6,1.7,251.2,940.2,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,5,01/06/2015,10:30,01/06/2015,25.3,0.9,285.9,940.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,6,01/06/2015,11:30,01/06/2015,25.7,1.2,2.0,939.9,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,7,01/06/2015,12:30,01/06/2015,26.1,1.3,17.1,939.1,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,8,01/06/2015,13:30,01/06/2015,26.7,1.1,341.2,938.1,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,9,01/06/2015,14:30,01/06/2015,26.8,1.9,348.0,937.9,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,10,01/06/2015,15:30,01/06/2015,26.9,0.8,325.0,937.7,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,11,01/06/2015,16:30,01/06/2015,26.9,1.1,345.1,937.9,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,12,01/06/2015,17:30,01/06/2015,26.2,0.8,346.0,938.2,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,13,01/06/2015,18:30,01/06/2015,25.5,0.7,348.0,938.7,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,14,01/06/2015,19:30,01/06/2015,25.2,0.6,308.9,938.7,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,15,01/06/2015,20:30,01/06/2015,24.6,1.1,322.1,939.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,16,01/06/2015,21:30,01/06/2015,24.4,0.6,318.2,939.4,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,17,01/06/2015,22:30,01/06/2015,24.1,0.7,312.8,939.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,18,01/06/2015,23:30,01/06/2015,24.0,0.4,337.2,939.2,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,19,01/06/2015,0:30,01/07/2015,23.5,0.5,345.1,938.8,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,20,01/06/2015,1:30,01/07/2015,23.5,0.6,304.0,938.6,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,21,01/06/2015,2:30,01/07/2015,23.4,0.6,328.0,938.4,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,23,01/06/2015,4:30,01/07/2015,23.0,0.7,328.0,937.8,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,0,01/07/2015,5:30,01/07/2015,22.7,0.3,340.2,937.9,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,1,01/07/2015,6:30,01/07/2015,22.4,0.6,335.8,938.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,2,01/07/2015,7:30,01/07/2015,22.6,0.7,335.8,939.1,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,3,01/07/2015,8:30,01/07/2015,23.0,0.8,346.0,940.1,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,4,01/07/2015,9:30,01/07/2015,23.7,1.4,348.0,940.7,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,5,01/07/2015,10:30,01/07/2015,24.1,1.0,356.8,940.9,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,6,01/07/2015,11:30,01/07/2015,24.4,1.4,337.2,940.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,7,01/07/2015,12:30,01/07/2015,24.9,1.5,352.9,939.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,8,01/07/2015,13:30,01/07/2015,25.3,1.5,13.2,939.1,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,9,01/07/2015,14:30,01/07/2015,25.3,2.4,302.1,938.6,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,10,01/07/2015,15:30,01/07/2015,25.8,1.2,337.2,938.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,11,01/07/2015,16:30,01/07/2015,25.6,0.7,335.8,938.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,12,01/07/2015,17:30,01/07/2015,25.1,0.4,308.9,938.8,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,13,01/07/2015,18:30,01/07/2015,25.1,0.7,295.2,939.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,14,01/07/2015,19:30,01/07/2015,25.2,0.8,321.1,939.8,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,17,01/07/2015,22:30,01/07/2015,23.7,0.4,285.9,940.2,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,18,01/07/2015,23:30,01/07/2015,23.4,0.2,270.8,940.4,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,19,01/07/2015,0:30,01/08/2015,23.3,0.1,324.0,939.8,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,20,01/07/2015,1:30,01/08/2015,23.5,0.3,350.0,939.6,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,23,01/07/2015,4:30,01/08/2015,24.2,0.6,346.0,939.0,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,0,01/08/2015,5:30,01/08/2015,24.1,0.8,329.9,939.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,1,01/08/2015,6:30,01/08/2015,24.0,0.6,340.2,939.9,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,2,01/08/2015,7:30,01/08/2015,24.0,0.5,13.2,941.0,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,3,01/08/2015,8:30,01/08/2015,24.1,1.0,212.1,942.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,4,01/08/2015,9:30,01/08/2015,24.1,0.7,257.1,943.2,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,5,01/08/2015,10:30,01/08/2015,24.2,0.4,215.1,943.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,6,01/08/2015,11:30,01/08/2015,24.4,0.2,240.0,942.9,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,8,01/08/2015,13:30,01/08/2015,25.5,0.6,56.2,941.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,16,01/08/2015,21:30,01/08/2015,23.9,0.9,320.1,943.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,17,01/08/2015,22:30,01/08/2015,23.7,0.7,23.0,943.4,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,18,01/08/2015,23:30,01/08/2015,23.8,0.4,1.0,943.4,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,23,01/08/2015,4:30,01/09/2015,23.4,0.6,356.8,942.0,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,0,01/09/2015,5:30,01/09/2015,23.3,0.7,3.9,942.2,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,2,01/09/2015,7:30,01/09/2015,23.3,0.7,219.0,943.2,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,4,01/09/2015,9:30,01/09/2015,23.6,1.1,276.1,945.0,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,5,01/09/2015,10:30,01/09/2015,24.1,0.3,322.1,945.2,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,16,01/09/2015,21:30,01/09/2015,23.9,0.7,305.0,943.5,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,1,01/10/2015,6:30,01/10/2015,23.3,0.7,320.1,941.3,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,2,01/10/2015,7:30,01/10/2015,23.4,1.4,282.0,941.7,0.0,0.0,0:0,9953.0
IMDE1662_14167E(AKSHARDHAM),28.61,77.27,null,3,01/10/2015,8:30,01/10/2015,23.5,1.3,285.9,942.3,0.0,0.0,0:0,9953.0
